hour_of_day,day_of_week,severity_numeric,source_type_numeric,src_bytes,dst_bytes,event_freq_1m,protocol,dst_port,threat_intel_flag,duration,same_srv_rate,diff_srv_rate,serror_rate,rerror_rate,count,srv_count,dst_host_count,dst_host_srv_count,label
12.0,4.0,1.0,10.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.5,1.0,0.0,0.5,2.0,1.0,232.0,1.0,1
3.0,4.0,0.0,3.0,168.0,0.0,1000000.0,17.0,111.0,0.0,1.7e-05,0.1807955175680626,0.8192044824319373,0.002760316704314704,0.004453450213648692,83.74805096203282,15.0,25.718351753023153,1.0,1
14.0,3.0,0.0,9.0,13246.0,548216.0,63.224446786090624,6.0,6881.0,0.0,0.949,0.8402649256266072,0.15973507437339285,0.0022843681565118674,0.00931042149268206,2.6812881269662854,2.0,1.4152656495525449,1.4040935401766665,0
10.0,4.0,3.0,1.0,60.0,0.0,0.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
14.0,1.0,1.0,9.0,44.0,0.0,60000.0,6.0,6101.0,0.0,0.001,0.8318622535658766,0.16813774643412338,0.0006717237322642844,0.0038763762531695022,2.584694307424604,2.0,3.165654539700855,2.7438288948744316,0
10.0,3.0,1.0,9.0,12.0,0.0,1000000.0,6.0,55451.0,0.0,4e-06,0.7684056078583905,0.23159439214160948,0.008233948044818489,0.0023820287463981395,2.1036550482667375,2.0,3.4156101046188394,2.969630065045023,0
17.0,2.0,0.0,8.0,252.0,0.0,0.0,6.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
16.0,0.0,3.0,1.0,98.0,0.0,0.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2.0,2.0,0.0,5.0,10.0,0.0,0.0,17.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
17.0,4.0,0.0,5.0,10.0,0.0,0.0,17.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7.0,6.0,0.0,1.0,45.0,0.0,0.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4.0,1.0,0.0,2.0,1424.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8.0,3.0,1.0,9.0,52.0,0.0,60000.0,6.0,54600.0,0.0,0.001,0.7915019900447222,0.20849800995527779,0.004158110009105367,2.6659367735345796e-05,1.0,1.0,2.4489467232040165,1.0,0
3.0,1.0,2.0,1.0,111.0,0.0,0.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
20.0,1.0,1.0,10.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,43.0,4.0,140.0,1
8.0,1.0,0.0,5.0,10.0,0.0,0.0,17.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
22.0,5.0,2.0,3.0,3142.0,40454.0,16.00570229820544,6.0,80.0,0.0,3.748664,0.5237228938173362,0.47627710618266383,0.002121201339805042,0.0003431751222344616,22.73302371660083,12.0,5.451072692309222,1.0,1
13.0,1.0,2.0,9.0,14.0,0.0,188679.24528301888,6.0,21.0,0.0,0.000318,0.5838886165519819,0.4161113834480181,0.005008408111620859,0.0028181501313591564,22.21188836806743,13.0,1.4478667171678692,1.0571547879799914,1
11.0,6.0,2.0,1.0,113.0,0.0,0.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
10.0,1.0,0.0,8.0,12.0,0.0,0.0,6.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
19.0,6.0,0.0,5.0,10.0,0.0,0.0,17.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.0,6.0,1.0,3.0,4326.0,61786.0,769.4083249980765,6.0,37629.0,0.0,0.077982,0.9088306225324103,0.09116937746758969,0.002697681821055765,0.017926907186612783,1.0,1.0,1.0,1.517432899116703,0
3.0,6.0,1.0,9.0,82.0,138.0,344827.5862068965,6.0,53.0,0.0,0.000174,0.675588487592767,0.324411512407233,0.024078012923271212,0.0031202167075756798,1.3568838740141242,1.0,2.467347336442063,1.2749512191561765,0
23.0,4.0,0.0,5.0,10.0,0.0,0.0,17.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
18.0,3.0,1.0,10.0,520.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,439.0,439.0,232.0,232.0,1
18.0,3.0,0.0,9.0,130.0,162.0,60000.0,17.0,53.0,0.0,0.001,0.8654068567647618,0.1345931432352382,0.0034302873721126998,0.00872511579308648,1.118822415702484,1.0,1.2857665026645697,2.472563419750824,0
5.0,4.0,1.0,9.0,931.0,1343.0,58.905708650401486,6.0,443.0,0.0,1.018577,0.8957307708969912,0.10426922910300884,0.021399778991708453,0.0010232505126810728,1.251560992252526,1.0,3.279018717004724,1.0,0
14.0,1.0,2.0,9.0,44.0,0.0,60000.0,6.0,80.0,0.0,0.001,0.10359081526673733,0.8964091847332627,0.009459120228212749,0.0025695025207936976,61.89566370897472,6.0,23.63252727737381,1.0662838064591136,1
20.0,1.0,2.0,9.0,1463.0,687.0,1.3576787151526017,6.0,443.0,0.0,44.193077,0.8644646480154701,0.13553535198452993,0.002655429865299037,0.0002985041353908856,1.0,1.0,3.3370789660804,1.0500894445806264,0
9.0,6.0,1.0,3.0,2750.0,27602.0,1037.8109108520428,6.0,57773.0,0.0,0.057814,0.9195759819243641,0.08042401807563593,0.012447910111292121,0.007593340752411712,1.2622511434636552,1.0,2.8637079210508825,1.0,0
19.0,4.0,2.0,1.0,108.0,0.0,0.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
9.0,3.0,3.0,1.0,111.0,0.0,0.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
14.0,1.0,1.0,9.0,44.0,0.0,60000.0,6.0,443.0,0.0,0.001,0.048334553773870276,0.9516654462261297,0.009235553083554556,0.009435461680531448,104.91792874075749,5.0,63.18714462545344,2.641081282494754,1
17.0,1.0,1.0,8.0,47.0,0.0,0.0,6.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21.0,0.0,1.0,10.0,318.0,3359.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,20.0,255.0,255.0,0
7.0,0.0,1.0,9.0,195.0,0.0,1000000.0,6.0,3289.0,0.0,1.9e-05,0.9113574066879568,0.08864259331204316,0.008663590398660466,0.003813928647538516,1.203406215302057,1.0,3.1488537270808994,1.5332817443816098,0
8.0,2.0,1.0,10.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.04,0.06,1.0,0.0,212.0,8.0,255.0,8.0,1
15.0,0.0,1.0,10.0,1508.0,359.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,184.0,245.0,0
2.0,5.0,0.0,1.0,97.0,0.0,0.0,6.0,8020.0,0.0,23184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
19.0,4.0,0.0,5.0,10.0,0.0,0.0,17.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
15.0,2.0,-0.0,8.0,49.0,0.0,0.0,6.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.0,3.0,3.0,1.0,96.0,0.0,0.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
12.0,3.0,2.0,9.0,64.0,0.0,0.0,17.0,520.0,0.0,0.0,0.4929039795093718,0.5070960204906282,0.022181651468799163,0.00366566795261924,22.68918176467842,11.0,3.644761012159992,1.4760751076619918,1
7.0,3.0,0.0,2.0,521.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.0,5.0,0.0,5.0,10.0,0.0,0.0,17.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
19.0,1.0,1.0,9.0,1151.0,28873.0,0.5166706364193898,6.0,443.0,0.0,116.12814,0.8031947366555918,0.19680526334440818,0.0048918781629545055,0.020691555776516504,2.021923620169061,2.0,1.9011486812404208,1.4005964795952834,0
20.0,5.0,0.0,5.0,10.0,0.0,0.0,17.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8.0,2.0,-0.0,1.0,55.0,0.0,0.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
22.0,3.0,1.0,9.0,1251.0,1751.0,18.264840182648403,6.0,21.0,0.0,3.285,0.47582183201586425,0.5241781679841357,0.006540297218469845,0.003417061607210566,1.1616897605308227,1.0,1.0,1.2437541172789648,0
9.0,3.0,0.0,8.0,62.0,0.0,0.0,6.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
9.0,5.0,2.0,1.0,61.0,0.0,0.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
10.0,2.0,0.0,2.0,1271.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,1.0,0.0,1.0,115.0,0.0,0.0,6.0,8020.0,0.0,37886.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8.0,2.0,1.0,9.0,5174.0,88688.0,1111.111111111111,6.0,31440.0,0.0,0.054,0.7684889690323102,0.23151103096768977,0.03185270369917316,0.0015635758663515586,1.3915975193959629,1.0,2.8464682478008183,1.5970236985366337,0
14.0,1.0,1.0,9.0,44.0,40.0,60000.0,6.0,9003.0,0.0,0.001,0.893713019526439,0.106286980473561,0.003944262573148795,0.008305532049894142,1.0,1.0,1.9806607805950416,1.6088471647400329,0
14.0,1.0,1.0,9.0,44.0,40.0,60000.0,6.0,1718.0,0.0,0.001,0.8212599047267136,0.17874009527328638,0.017599421843377643,0.0023484376410979344,2.381177224130164,2.0,4.752167348586536,1.5301708588679361,0
10.0,4.0,0.0,1.0,62.0,0.0,0.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,3.0,1.0,3.0,12648.0,13202.0,99.18224241131867,6.0,22.0,0.0,0.604947,0.9236377950932879,0.07636220490671208,0.0011580489520987953,0.0018745302435732298,2.0960388435849655,2.0,3.3413793840818307,1.4935526083885196,0
15.0,2.0,0.0,2.0,1433.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5.0,2.0,1.0,9.0,6.0,6.0,606060.6060606061,6.0,58865.0,0.0,9.9e-05,0.789258747317393,0.21074125268260702,0.0202839274940601,0.0015725019936630843,1.0487689673306,1.0,1.0,1.9931404440680889,0
13.0,1.0,0.0,8.0,3.0,0.0,0.0,6.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.0,6.0,1.0,9.0,26.0,11601.0,112.99030731480417,6.0,80.0,0.0,0.531019,0.8092538752051279,0.19074612479487207,0.6236880878719319,0.00376612204928988,135.75775465371493,110.0,1.2712915657963417,1.0,1
8.0,1.0,0.0,8.0,235.0,0.0,0.0,6.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
19.0,3.0,0.0,9.0,67.0,67.0,30000.0,17.0,53.0,0.0,0.002,0.689410791210737,0.310589208789263,0.05,0.0037516444464466454,1.0,1.0,1.8015853003343372,1.0,0
11.0,2.0,1.0,9.0,374.0,3766.0,9.99986666844442,6.0,443.0,0.0,6.00008,0.7912339843701531,0.20876601562984687,0.010951280000099008,0.015623779686097086,1.9302167929233855,2.0,2.0444125434059397,1.0,0
13.0,1.0,0.0,8.0,3.0,0.0,0.0,6.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
16.0,1.0,2.0,8.0,39.0,0.0,0.0,6.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
12.0,5.0,0.0,1.0,60.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10.0,6.0,0.0,1.0,59.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
14.0,1.0,1.0,9.0,69.0,117.0,6666.666666666667,17.0,53.0,0.0,0.009,0.6344675290907363,0.36553247090926366,0.007188107871298273,0.003858966569552805,1.1750417081421367,1.0,3.023569784434176,1.3092239299291069,0
8.0,3.0,0.0,2.0,427.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4.0,0.0,1.0,3.0,200.0,0.0,1000000.0,0.0,0.0,0.0,3e-06,0.6047933116751895,0.39520668832481054,0.3512199415936321,0.04285005377727798,212.31193438260414,128.0,2.4195233823964672,1.3537807486659335,1
21.0,6.0,1.0,10.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,19.0,1.0,139.0,1
20.0,5.0,1.0,3.0,564.0,354.0,33.09731271885598,6.0,111.0,0.0,1.812836,0.07414003833662916,0.9258599616633708,0.0007281199775707494,0.0021431293066516252,35.02507498843801,3.0,23.43827286730952,1.0,1
16.0,6.0,0.0,5.0,10.0,0.0,0.0,17.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
9.0,5.0,3.0,1.0,35.0,0.0,0.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2.0,5.0,0.0,5.0,10.0,0.0,0.0,17.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11.0,1.0,1.0,3.0,2934.0,3740.0,104.94868009543333,6.0,21.0,0.0,0.571708,0.8255730969463813,0.17442690305361874,0.049842229419455764,0.003988616463237246,1.9494590459745493,2.0,2.1848053376787004,1.3881202649734539,0
13.0,4.0,1.0,10.0,224.0,2172.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,56.0,63.0,255.0,255.0,0
16.0,1.0,1.0,9.0,44.0,0.0,60000.0,6.0,2068.0,0.0,0.001,0.8324095621345259,0.16759043786547412,4.190406306098009e-05,0.0105318668318044,1.8946428360105843,2.0,1.8320545396991952,1.3213527427093321,0
19.0,6.0,0.0,5.0,10.0,0.0,0.0,17.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6.0,6.0,3.0,8.0,39.0,0.0,0.0,6.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8.0,2.0,1.0,10.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,35.0,253.0,0
3.0,2.0,0.0,9.0,966.0,80.0,40.84411164057182,6.0,860.0,0.0,1.469,0.6392347039981798,0.36076529600182017,0.016551710818525068,0.005952450279441765,23.526073012315837,15.0,2.136325071651708,1.0,1
4.0,4.0,0.0,1.0,24.0,0.0,0.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
14.0,1.0,0.0,8.0,3.0,0.0,0.0,6.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
12.0,0.0,2.0,8.0,39.0,0.0,0.0,6.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
23.0,3.0,2.0,9.0,1580.0,10168.0,51.81347150259068,6.0,80.0,0.0,1.158,0.6005524886740154,0.39944751132598455,0.0019294265733300708,0.0034276475303580568,1.535014987457189,1.0,1.6577255454352227,1.679425639886837,0
0.0,1.0,1.0,3.0,42134.0,1316.0,32.13221334718589,6.0,25.0,0.0,1.867285,0.5411478116233964,0.4588521883766036,0.023622744501692654,0.008379516334767356,7.687653865134487,4.0,2.5715152885452652,2.0528825778129027,1
19.0,6.0,0.0,5.0,10.0,0.0,0.0,17.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
11.0,3.0,0.0,1.0,60.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21.0,1.0,1.0,9.0,92.0,284.0,374999.99999999994,6.0,53.0,0.0,0.00016,0.886298595558885,0.11370140444111498,0.004136155621744388,0.0140062973892881,1.6289352403728763,1.0,1.5873971899128445,1.2862395159150577,0
19.0,6.0,0.0,5.0,10.0,0.0,0.0,17.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
9.0,2.0,1.0,3.0,320.0,1876.0,19423.761735189382,6.0,43956.0,0.0,0.003089,0.8375048432311031,0.16249515676889692,0.03312867637647547,0.0006744375754068001,1.0907534236170948,1.0,1.0,1.5293124756072904,0
20.0,5.0,1.0,10.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,6.0,125.0,0
14.0,1.0,1.0,9.0,40.0,0.0,60000.0,6.0,80.0,0.0,0.001,0.2318039187357349,0.7681960812642651,0.0009480088445368831,0.014250472259738647,78.85857772824903,18.0,79.37413487698811,2.4207448728015812,1
11.0,3.0,2.0,8.0,39.0,0.0,0.0,6.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
10.0,1.0,0.0,5.0,10.0,0.0,0.0,17.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.0,5.0,3.0,8.0,39.0,0.0,0.0,6.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
9.0,2.0,2.0,9.0,18994.0,1087890.0,52.40174672489083,6.0,80.0,0.0,1.145,0.8673469361293744,0.1326530638706256,0.0031511792779940337,0.031642949704726996,1.2473654871777973,1.0,1.8732260164390706,1.3702053441723594,0
16.0,0.0,3.0,8.0,39.0,0.0,0.0,6.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6.0,6.0,0.0,1.0,89.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
17.0,2.0,0.0,2.0,273.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20.0,3.0,2.0,9.0,112.0,60.0,60000.0,6.0,80.0,0.0,0.001,0.8411395628673701,0.15886043713262987,0.36705973550036197,0.015248191517195704,139.0596647852061,117.0,1.848872891470413,1.0190718665545362,1
20.0,5.0,0.0,5.0,10.0,0.0,0.0,17.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.0,2.0,0.0,5.0,10.0,0.0,0.0,17.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
9.0,5.0,3.0,1.0,75.0,0.0,0.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
9.0,4.0,0.0,8.0,3.0,0.0,0.0,6.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,2.0,1.0,9.0,168.0,0.0,0.0,17.0,111.0,0.0,0.0,0.6575158383797178,0.34248416162028217,0.7585715631204706,0.014923539985837803,435.1600363522946,286.0,1.765578850141866,1.0,1
12.0,2.0,0.0,1.0,75.0,0.0,0.0,6.0,8020.0,0.0,2487.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5.0,1.0,0.0,5.0,10.0,0.0,0.0,17.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2.0,5.0,1.0,1.0,58.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10.0,2.0,2.0,1.0,45.0,0.0,0.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,6.0,0.0,3.0,564.0,354.0,95.52542966542218,6.0,111.0,0.0,0.628105,0.20616885652708042,0.7938311434729196,0.007052897629021963,0.01957668624889302,91.27811800904537,19.0,89.0132974900997,2.543524714067711,1
6.0,2.0,1.0,9.0,0.0,6.0,1000000.0,6.0,2382.0,0.0,5.6e-05,0.1641795135805565,0.8358204864194435,0.005152575714443323,0.007986237475343792,144.6402529134035,24.0,76.3738731208147,1.0384989024868672,1
11.0,3.0,0.0,8.0,43.0,0.0,0.0,6.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12.0,0.0,0.0,1.0,24.0,0.0,0.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,6.0,0.0,2.0,1846.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
15.0,3.0,0.0,1.0,86.0,0.0,0.0,6.0,8020.0,0.0,50370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.0,2.0,2.0,9.0,5486.0,95472.0,740.7407407407408,6.0,55634.0,0.0,0.081,0.8490156342278395,0.15098436577216046,0.026671245304709587,0.0023008735908021005,1.4891745575180355,1.0,2.114553744187734,1.7888260039790334,0
4.0,2.0,0.0,5.0,10.0,0.0,0.0,17.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4.0,0.0,0.0,1.0,75.0,0.0,0.0,6.0,8020.0,0.0,9130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3.0,6.0,0.0,2.0,1051.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8.0,0.0,0.0,8.0,243.0,0.0,0.0,6.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
14.0,3.0,0.0,1.0,78.0,0.0,0.0,6.0,8020.0,0.0,23546.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4.0,2.0,1.0,10.0,7045.0,0.0,5.0,6.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,13.0,1
12.0,2.0,0.0,1.0,10.0,0.0,0.0,6.0,8020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
11.0,0.0,3.0,1.0,113.0,0.0,0.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8.0,2.0,0.0,8.0,3.0,0.0,0.0,6.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4.0,5.0,1.0,10.0,54540.0,8314.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,255.0,255.0,1
17.0,3.0,1.0,9.0,2974.0,30814.0,895.5223880597015,6.0,20157.0,0.0,0.067,0.678154255123429,0.321845744876571,0.011467454756757273,0.0013762599178947902,1.9021001156639818,1.0,1.9774157419147842,1.0,0
7.0,1.0,1.0,3.0,8928.0,320.0,109.42056340648098,6.0,65188.0,0.0,0.548343,0.9850704608642561,0.014929539135743908,0.004689505662551878,0.017888963325504555,1.0,1.0,1.518299809729139,1.620226173351171,0
10.0,3.0,1.0,1.0,62.0,0.0,0.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20.0,3.0,0.0,9.0,2.0,6.0,857142.8571428573,6.0,37.0,0.0,7e-05,0.15655725291768655,0.8434427470823135,0.013678500204420388,0.026570081332073295,85.94376028541964,13.0,99.2894066193495,2.3617409424854388,1
17.0,2.0,0.0,1.0,71.0,0.0,0.0,6.0,8020.0,0.0,23607.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
22.0,6.0,1.0,9.0,37.0,101.0,603.6520951758137,6.0,53.0,0.0,0.099395,0.9058131200840769,0.09418687991592312,0.0007094577007685619,0.013528474141433097,1.7105924340644485,2.0,2.3355987699319116,1.6856461512082188,0
7.0,3.0,1.0,9.0,168.0,84.0,1950.0780031201248,6.0,53.0,0.0,0.030768,0.651064103415702,0.348935896584298,0.014969601135288673,0.0033227808681761885,1.0,1.0,1.5314977029290413,1.768294983145358,0
15.0,3.0,0.0,8.0,41.0,0.0,0.0,6.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4.0,1.0,1.0,1.0,24.0,0.0,0.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,3.0,2.0,3.0,900.0,268.0,283.98468375938927,6.0,80.0,0.0,0.211279,0.7544288669955612,0.24557113300443878,0.009447401810873978,0.009460575046261098,13.334918552030992,10.0,2.009597942564075,1.0957565603850534,1
1.0,5.0,2.0,1.0,112.0,0.0,0.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
9.0,0.0,0.0,1.0,10.0,0.0,0.0,6.0,8020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
17.0,0.0,0.0,2.0,992.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10.0,5.0,0.0,1.0,45.0,0.0,0.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11.0,0.0,1.0,3.0,364.0,268.0,126.45902095425977,6.0,62999.0,0.0,0.474462,0.8979455122423348,0.10205448775766524,0.6193392244130775,0.0016277852883005248,292.2004477410408,262.0,1.0,1.2602858535738077,1
1.0,1.0,3.0,1.0,112.0,0.0,0.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3.0,2.0,2.0,9.0,40.0,0.0,60000.0,6.0,80.0,0.0,0.001,0.08912990368517942,0.9108700963148206,0.0005082656735387552,0.009692499258170865,52.44409739789239,5.0,22.899889119786348,1.5796255953637255,1
14.0,1.0,2.0,9.0,40.0,0.0,60000.0,6.0,80.0,0.0,0.001,0.8451958517263124,0.1548041482736876,0.009687374311744039,0.010241505304283976,1.6030001862126066,1.0,1.117482892666208,1.0758370878993744,0
12.0,6.0,1.0,8.0,49.0,0.0,0.0,6.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
14.0,1.0,1.0,9.0,44.0,0.0,60000.0,6.0,646.0,0.0,0.001,0.88930306827673,0.11069693172327,0.001279739767470947,0.02137868825628578,1.8633417920464364,2.0,1.1016241341412432,1.4633007220304817,0
14.0,0.0,0.0,1.0,71.0,0.0,0.0,6.0,8020.0,0.0,377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
